name,type,side,eco_code,moves
Nimzo-Indian Defense Classical Variation Vitolinsh-Adorjan Gambit,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Nf3 cxd4 6.exd4 d5
Nimzo-Indian Defense Classical Variation Zurich Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.Nf3 c5 7.O-O Nc6
Nimzo-Indian Defense Fischer Variation,Opening,Black,E25,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 c5 6.cxd5 Nxd5 7.Nf3
Nimzo-Indian Defense General,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4
Nimzo-Indian Defense Huebner Variation,Opening,Black,E32,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2
Nimzo-Indian Defense Huebner Variation Main Line,Opening,Black,E32,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2 O-O
Nimzo-Indian Defense Huebner Variation Rubinstein Variation,Opening,Black,E32,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2 cxd4
Nimzo-Indian Defense Huebner Variation Rubinstein Variation Main Line,Opening,Black,E32,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2 cxd4 6.exd4
Nimzo-Indian Defense Kmoch Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5 6.a3 Nc6
Nimzo-Indian Defense Leningrad Variation,Opening,Black,E34,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.d5 exd5
Nimzo-Indian Defense Leningrad Variation Averbakh Gambit,Opening,Black,E34,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.d5 exd5 6.a3 Ba5
Nimzo-Indian Defense Leningrad Variation Benoni Defense,Opening,Black,E34,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 5.d5 exd5 6.cxd5 exd5
Nimzo-Indian Defense Normal Line,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O
Nimzo-Indian Defense Normal Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3
Nimzo-Indian Defense Normal Variation Bernstein Defense,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5
Nimzo-Indian Defense Normal Variation Bernstein Defense Except Gligoric System,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5
Nimzo-Indian Defense Normal Variation Bernstein Defense Exchange Line,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5 6.cxd5 exd5
Nimzo-Indian Defense Normal Variation Bishop Attack,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bd3
Nimzo-Indian Defense Normal Variation Bishop Attack Classical Defense,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bd3 d5
Nimzo-Indian Defense Normal Variation Botvinnik System,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bd3 O-O
Nimzo-Indian Defense Normal Variation Bronstein (Byrne) Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bd3 d5 5.Nf3 c5
Nimzo-Indian Defense Normal Variation Gligoric System,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3
Nimzo-Indian Defense Normal Variation Gligoric System Bernstein Defense,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5
Nimzo-Indian Defense Normal Variation Gligoric System Bronstein Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5 6.cxd5 exd5
Nimzo-Indian Defense Normal Variation Gligoric System Exchange at c4,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5 6.cxd5 exd5 7.Nc3
Nimzo-Indian Defense Normal Variation Gligoric System Keres Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5 6.cxd5 exd5 7.Nc3 Nf6
Nimzo-Indian Defense Normal Variation Gligoric System Smyslov Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Nf3 c5 6.Bd3 Nc6
Nimzo-Indian Defense Normal Variation Hbner Deferred,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O
Nimzo-Indian Defense Normal Variation Ragozin Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O 6.Nf3 c5
Nimzo-Indian Defense Normal Variation Saemisch Deferred,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O 6.Ne2 c5
Nimzo-Indian Defense Normal Variation Schlechter Defense,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O 6.Nf3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qe7
Nimzo-Indian Defense Normal Variation Taimanov Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O 6.Nf3 c5 7.O-O Nc6
Nimzo-Indian Defense Panov Attack Main Line,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 5.Nf3 c5
Nimzo-Indian Defense Ragozin Defense,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O
Nimzo-Indian Defense Ragozin Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 5.Bd3 O-O 6.Nf3 c5
Nimzo-Indian Defense Reshevsky Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 O-O
Nimzo-Indian Defense Romanishin Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 O-O
Nimzo-Indian Defense Romanishin Variation English Hybrid,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 O-O 7.Bg5 c5
Nimzo-Indian Defense Saemisch Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Bxc3+ 7.bxc3 c5 8.Ne2 Nc6 9.O-O dxc4
Nimzo-Indian Defense Saemisch Variation Accelerated,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Bxc3+ 7.bxc3 c5 8.Ne2 Nc6 9.O-O dxc4 10.Bxc4
Nimzo-Indian Defense Saemisch Variation Capablanca Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Bxc3+ 7.bxc3 c5 8.Ne2 Nc6 9.O-O dxc4 10.Bxc4 Qc7
Nimzo-Indian Defense Saemisch Variation Keres Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Bxc3+ 7.bxc3 c5 8.Ne2 Nc6 9.O-O dxc4 10.Bxc4 Qc7 11.Bb2 e5
Nimzo-Indian Defense Saemisch Variation O'Kelly Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Bxc3+ 7.bxc3 c5 8.Ne2 Nc6 9.O-O dxc4 10.Bxc4 Qc7 11.Bb2 e5 12.d5 exd5 13.Bxd5 Nxd5 14.Qxd5 b6
Nimzo-Indian Defense Simagin Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bg5
Nimzo-Indian Defense Spielmann Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nge2 d5 6.a3 Be7
Nimzo-Indian Defense Spielmann Variation Karlsbad Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nge2 d5 6.a3 Be7 7.Ng3
Nimzo-Indian Defense Spielmann Variation Romanovsky Gambit,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nge2 d5 6.a3 Be7 7.Ng3 c5 8.dxc5
Nimzo-Indian Defense St. Petersburg Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.a3 Be7
Nimzo-Indian Defense Three Knights Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3
Nimzo-Indian Defense Three Knights Variation Duchamp Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 Nf6 5.Bd3 O-O
Nimzo-Larsen Attack Classical Variation,Opening,White,A01,1.b3
Nimzo-Larsen Attack Dutch Variation,Opening,White,A01,1.b3 d5
Nimzo-Larsen Attack English Variation,Opening,White,A01,1.b3 c5
Nimzo-Larsen Attack General,Opening,White,A01,1.b3
Nimzo-Larsen Attack Indian Variation,Opening,White,A01,1.b3 Nf6
Nimzo-Larsen Attack Modern Variation,Opening,White,A01,1.b3 g6
Nimzo-Larsen Attack Symmetrical Variation,Opening,White,A01,1.b3 b6
Nimzowitsch Defense Declined Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5
Nimzowitsch Defense Franco-Nimzowitsch Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c5
Nimzowitsch Defense French Connection,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.e4
Nimzo-Larsen Attack - Indian Variation,Opening,White,A01,1.b3 Nf6
Nimzo-Larsen Attack - Modern Variation,Opening,White,A01,1.b3 g6
Nimzo-Larsen Attack - Symmetrical Variation,Opening,White,A01,1.b3 b6
Nimzowitsch Defense - Declined Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5
Nimzowitsch Defense - Franco-Nimzowitsch Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c5
Nimzowitsch Defense - General,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5
Nimzowitsch Defense - Kennedy Variation - Linksspringer Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c5 5.g3 Nc6 6.Bg2 cxd4 7.Nxd4 e5
Nimzowitsch Defense - Kennedy Variation - Main Line,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c5
Nimzowitsch Defense - Kennedy Variation - Paulsen Attack,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c5 5.g3 Nc6 6.Bg2 dxc4
Nimzowitsch Defense - Lean Variation - Colorado Counter Accepted,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Qc2 dxc4
Nimzowitsch Defense - Mikenas Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 c5
Nimzowitsch Defense - Scandinavian Variation - Advance Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.e4 dxe4
Nimzowitsch Defense - Scandinavian Variation - Bogoljubow Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7
Nimzowitsch Defense - Scandinavian Variation - Bogoljubow Variation - Heinola-Deppe Gambit,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e4 dxe4 6.f3
Nimzowitsch Defense - Scandinavian Variation - Bogoljubow Variation - Nimzowitsch Gambit,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e4 dxe4 6.Nxe4 Nxe4
Nimzowitsch Defense - Scandinavian Variation - Bogoljubow Variation - Vehre Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e4 dxe4 6.Nxe4 Nxe4 7.Bxe7 Qxe7
Nimzowitsch Defense - Scandinavian Variation - Exchange Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5
Nimzowitsch Defense - Williams Variation,Opening,Black,E20,1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6
Nimzowitsch-Larsen Attack,Opening,White,A01,1.b3
Nimzowitsch-Larsen Attack - General,Opening,White,A01,1.b3
Noah's Ark Trap,Trap,Black,-,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Be7 5.Nc3 O-O 6.e4 d6 7.Bd3 e5 8.O-O Nc6 9.d5 Nb8
Noahs Ark Trap,Trap,Black,-,1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Be7 5.Nc3 O-O 6.e4 d6 7.Bd3 e5 8.O-O Nc6 9.d5 Nb8
Old Benoni Defense,Opening,Black,A43,1.d4 c5
Old Benoni Defense - Czech Benoni,Opening,Black,A43,1.d4 c5 2.d5 d6
Old Indian Defense,Opening,Black,A53,1.d4 d6
Old Indian Defense,Opening,Black,A53,1.d4 d6
Old Indian Defense - Main line,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e5
Old Indian Defense - Ukrainian Variation,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e5 4.Nf3 Nbd7 5.e4 c6
Old Indian Defense - General,Opening,Black,A53,1.d4 d6
Old Indian Defense - Janowski Variation - Fianchetto Variation,Opening,Black,A53,1.d4 d6 2.Nf3 Nf6 3.g3 g6
Old Indian Defense - Janowski Variation - Fianchetto Variation,Opening,Black,A53,1.d4 d6 2.Nf3 Nf6 3.g3 g6
Old Indian Defense - Janowski Variation - Main Line,Opening,Black,A53,1.d4 d6 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7
Old Indian Defense - Normal Variation,Opening,Black,A53,1.d4 d6 2.Nf3 Nf6 3.Nc3
Old Indian Defense - Tartakower-Indian,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e6
Old Indian Defense - Two Knights Variation,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e6 4.Nf3
Old Indian Defense - Ukrainian Variation,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e6 4.Nf3 c6
Old Indian - Czech Variation,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e6 4.Nf3 c6 5.e4 cxd5
Old Indian - Czech Variation w -Nc3,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e6 4.Nf3 c6 5.Nc3 cxd5
Old Indian - Czech Variation w -Nf3,Opening,Black,A53,1.d4 d6 2.c4 Nf6 3.Nc3 e6 4.Nf3 c6 5.Nf3 cxd5
Owen Defense - General,Opening,Black,A40,1.e4 b6
Petrov's Defense General,Opening,Black,C42,1.e4 e5 2.Nf3 Nf6
Petrov's Defense Modern Attack,Opening,Black,C42,1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4
Philidor Defense General,Opening,Black,C41,1.e4 e5 2.Nf3 d6
Philidor Defense - Exchange Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 exd4
Philidor Defense - Exchange Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 exd4
Philidor Defense - Exchange Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 exd4
Philidor Defense General,Opening,Black,C41,1.e4 e5 2.Nf3 d6
Philidor Defense General,Opening,Black,C41,1.e4 e5 2.Nf3 d6
Philidor Defense - Hanham Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7
Philidor Defense - Hanham Variation - Krause Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7
Philidor Defense - Hanham Variation - Schlechter Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1
Philidor Defense - Hanham Variation - Steiner Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O
Philidor Defense - Larsen Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.h3
Philidor Defense - Lion Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5
Philidor Defense - Lion Variation - Bishop Sac,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5 h6 10.Bh4
Philidor Defense - Lion Variation - Forcing Line,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5 h6 10.Bh4 Nbd7
Philidor Defense - Lion Variation - Lion's Claw I,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5 h6 10.Bh4 Nbd7 11.Qe2 Re8
Philidor Defense - Lion Variation - Lion's Claw II,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5 h6 10.Bh4 Nbd7 11.Qe2 Re8 12.Rad1
Philidor Defense - Lion Variation - Shirov Gambit,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5 h6 10.Bh4 Nbd7 11.Qe2 Re8 12.Rad1 c6
Philidor Defense - Lion Variation - Sozin Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bd3 Be7 6.O-O c6 7.a4 Qc7 8.Re1 O-O 9.Bg5 h6 10.Bh4 Nbd7 11.Qe2 Re8 12.Rad1 c6 13.Bc2
Philidor Defense - Morphy Gambit,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.d4 d6 5.Nc3 Be7 6.Bc4 O-O 7.O-O c6 8.a4 Nbd7
Philidor Defense - Nimzowitsch Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bc4 Be7
Philidor Defense - Nimzowitsch Variation - Rellstab Variation,Opening,Black,C41,1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 5.Bc4 Be7 6.Qe2 c6
Pirc Defense,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6
Pirc Defense - Austrian Attack,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O
Pirc Defense Classical (Two Knights System),Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Bc4 O-O 6.O-O Nc6
Pirc Defense - 150 Attack,Opening,White,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3
Pirc Defense - 150 Attack - Sveshnikov-Jansa Attack,Opening,White,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 Bg7 5.Qd2 O-O 6.f3
Pirc Defense - Austrian Attack,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O
Pirc Defense - Austrian Attack,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4
Pirc Defense - Austrian Attack - Dragon Formation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Bc4 c5
Pirc Defense - Austrian Attack - Kurajica Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Bc4 Nc6
Pirc Defense - Austrian Attack - Ljubojevic Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Bc4 c5 7.O-O Nc6
Pirc Defense - Austrian Attack - Unzicker Attack,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Be2 c5 7.d5
Pirc Defense - Austrian Attack - Unzicker Attack - Bronstein Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Be2 c5 7.d5 e6
Pirc Defense - Austrian Attack - Weiss Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 O-O 6.Be2 c5 7.O-O Nc6 8.Be3
Pirc Defense - Bayonet Attack,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5
Pirc Defense - Byrne Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be3 O-O 6.Qd2
Pirc Defense - Chinese Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Bc4 O-O 6.e5
Pirc Defense - Classical Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O
Pirc Defense - Classical Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O
Pirc Defense - Classical Variation - Quiet System,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.Nf3 O-O
Pirc Defense - Classical Variation - Quiet System - Chigorin Line,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.Nf3 O-O 6.O-O Nc6 7.Be3
Pirc Defense - Classical Variation - Quiet System - Czech Defense,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.Nf3 O-O 6.O-O Nc6 7.Be3 Bg4
Pirc Defense - Classical Variation - Quiet System - Parma Defense,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.Nf3 O-O 6.O-O Nc6 7.Be3 Bg4 8.d5 Ne5
Pirc Defense - Classical Variation - Schlechter Variation,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.Nf3 O-O 6.O-O Nc6 7.d5 Ne5 8.Nd2
Pirc Defense - Classical Variation - Two Knights System,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Nc6
Pirc Defense - General,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6
Pirc Defense - Kholmov System,Opening,Black,E60,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 Bg7 5.Qd2
Polish Defense - General,Opening,Black,A40,1.d4 b5
Polish Opening,Opening,White,A40,1.b4
Polish Opening - Baltic Defense,Opening,Black,A40,1.b4 d5
Polish Opening - Bugayev Attack,Opening,White,A40,1.b4 e5
Polish Opening - Czech Defense,Opening,Black,A40,1.b4 d5 2.c4 c6
Polish Opening - General,Opening,White,A40,1.b4
Polish Opening - German Defense,Opening,Black,A40,1.b4 d5 2.Nf3 Nf6
Polish Opening - King's Indian Variation,Opening,Black,A40,1.b4 Nf6
Polish Opening - King's Indian Variation - Sokolsky Attack,Opening,Black,A40,1.b4 Nf6 2.Bb2 g6
Polish Opening - Outflank Variation,Opening,White,A40,1.b4 d5 2.a4
Polish Opening - Schiffler-Sokolsky Variation,Opening,White,A40,1.b4 d5 2.Nf3 Nf6
Polish Opening - Tartakower Gambit,Opening,White,A40,1.b4 d5 2.e4
Polish Opening - Zukertort System,Opening,White,A40,1.b4 Nf3
Ponziani Opening - Caro Gambit,Opening,White,C44,1.e4 e5 2.Nf3 Nc6 3.c3 d5
Ponziani Opening - General,Opening,White,C44,1.e4 e5 2.Nf3 Nc6 3.c3
Ponziani Opening - Jaenisch Counterattack,Opening,Black,C44,1.e4 e5 2.Nf3 Nc6 3.c3 f5
Ponziani Opening - Ponziani Countergambit,Opening,Black,C44,1.e4 e5 2.Nf3 Nc6 3.c3 f5
Ponziani Opening - Steinitz Variation,Opening,White,C44,1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4
Portuguese Opening - General,Opening,White,A40,1.d4 e6 2.c4 b6
Pterodactyl Defense - Eastern - Anhanguera,Opening,Black,A40,1.d4 d6 2.c4 Nd7 3.Nc3 e5 4.Nf3 Be7 5.g3 c6 6.Bg2 Qc7
Pterodactyl Defense - Eastern - Benoni,Opening,Black,A40,1.d4 d6 2.c4 Nd7 3.Nc3 e5 4.Nf3 Be7 5.g3 Ngf6 6.Bg2 O-O
Pterodactyl Defense - Eastern - Pterodactyl,Opening,Black,A40,1.d4 d6 2.c4 Nd7 3.Nc3 e5 4.Nf3 Ngf6 5.g3 Be7 6.Bg2 O-O
Pterodactyl Defense - Eastern - Pteronodon,Opening,Black,A40,1.d4 d6 2.c4 Nd7 3.Nc3 e5 4.Nf3 Ngf6 5.g3 Be7 6.Bg2 O-O 7.O-O c6
Pterodactyl Defense - Miscellany - Queen Pterodactyl - Quiet,Opening,Black,A40,1.d4 d6 2.c4 Nd7 3.Nc3 e5 4.Nf3 Ngf6 5.e4 Be7 6.Be2 O-O
Pterodactyl Defense - Sicilian - Anhanguera,Opening,Black,A40,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6
Pterodactyl Defense - Sicilian - Rhamporhynchus,Opening,Black,A40,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7
Pterodactyl Defense - Western - Rhamporhynchus,Opening,Black,A40,1.c4 d6 2.Nc3 Nf6 3.d4 g6
Queen Pawn Game - Anglo-Slav Opening,Opening,White,D20,1.d4 d5 2.c4 c6
